lemma,features
qihide'bajadada,"clearing,verb,exclamatory,habitual,past,1pp"
qihide'bajadafa,"clearing,verb,exclamatory,habitual,past,2pp"
qihide'bajadaga,"clearing,verb,exclamatory,habitual,past,3pp"
qihide'bajadababa,"clearing,verb,exclamatory,habitual,present,2ps"
qihide'bajadabaca,"clearing,verb,exclamatory,habitual,present,3ps"
qihide'bajadabada,"clearing,verb,exclamatory,habitual,present,1pp"
qihide'bajadabafa,"clearing,verb,exclamatory,habitual,present,2pp"
qihide'bajadabaga,"clearing,verb,exclamatory,habitual,present,3pp"
qihide'bajadacaba,"clearing,verb,exclamatory,habitual,future,2ps"
qihide'bajadacaca,"clearing,verb,exclamatory,habitual,future,3ps"
qihide'bajadacada,"clearing,verb,exclamatory,habitual,future,1pp"
qihide'bajadacafa,"clearing,verb,exclamatory,habitual,future,2pp"
qihide'bajadacaga,"clearing,verb,exclamatory,habitual,future,3pp"
qihide'bajafaba,"clearing,verb,exclamatory,frequentative,present,1ps"
qihide'bajafaca,"clearing,verb,exclamatory,frequentative,future,1ps"
qihide'bajafada,"clearing,verb,exclamatory,frequentative,past,1pp"
qihide'bajafafa,"clearing,verb,exclamatory,frequentative,past,2pp"
qihide'bajafaga,"clearing,verb,exclamatory,frequentative,past,3pp"
qihide'bajafababa,"clearing,verb,exclamatory,frequentative,present,2ps"
qihide'bajafabaca,"clearing,verb,exclamatory,frequentative,present,3ps"
qihide'bajafabada,"clearing,verb,exclamatory,frequentative,present,1pp"
qihide'bajafabafa,"clearing,verb,exclamatory,frequentative,present,2pp"
qihide'bajafabaga,"clearing,verb,exclamatory,frequentative,present,3pp"
qihide'bajafacaba,"clearing,verb,exclamatory,frequentative,future,2ps"
qihide'bajafacaca,"clearing,verb,exclamatory,frequentative,future,3ps"
qihide'bajafacada,"clearing,verb,exclamatory,frequentative,future,1pp"
qihide'bajafacafa,"clearing,verb,exclamatory,frequentative,future,2pp"
qihide'bajafacaga,"clearing,verb,exclamatory,frequentative,future,3pp"
qihide'bajagaba,"clearing,verb,exclamatory,iterative,present,1ps"
qihide'bajagaca,"clearing,verb,exclamatory,iterative,future,1ps"
qihide'bajagada,"clearing,verb,exclamatory,iterative,past,1pp"
qihide'bajagafa,"clearing,verb,exclamatory,iterative,past,2pp"
qihide'bajagaga,"clearing,verb,exclamatory,iterative,past,3pp"
qihide'bajagababa,"clearing,verb,exclamatory,iterative,present,2ps"
qihide'bajagabaca,"clearing,verb,exclamatory,iterative,present,3ps"
qihide'bajagabada,"clearing,verb,exclamatory,iterative,present,1pp"
qihide'bajagabafa,"clearing,verb,exclamatory,iterative,present,2pp"
qihide'bajagabaga,"clearing,verb,exclamatory,iterative,present,3pp"
qihide'bajagacaba,"clearing,verb,exclamatory,iterative,future,2ps"
qihide'bajagacaca,"clearing,verb,exclamatory,iterative,future,3ps"
qihide'bajagacada,"clearing,verb,exclamatory,iterative,future,1pp"
qihide'bajagacafa,"clearing,verb,exclamatory,iterative,future,2pp"
qihide'bajagacaga,"clearing,verb,exclamatory,iterative,future,3pp"
bugaja',"valley,noun,nominative,singular"
bugaja'ba,"valley,verb,indicative,perfective,past,1ps"
bugaja'baba,"valley,verb,subjunctive,perfective,past,1ps"
bugaja'baca,"valley,verb,imperative,perfective,past,1ps"
bugaja'bada,"valley,verb,conditional,perfective,past,1ps"
bugaja'bafa,"valley,verb,optative,perfective,past,1ps"
bugaja'baga,"valley,verb,jussive,perfective,past,1ps"
bugaja'bababa,"valley,verb,subjunctive,imperfective,past,1ps"
bugaja'babaca,"valley,verb,subjunctive,progressive,past,1ps"
bugaja'babada,"valley,verb,subjunctive,habitual,past,1ps"
bugaja'babafa,"valley,verb,subjunctive,frequentative,past,1ps"
bugaja'babaga,"valley,verb,subjunctive,iterative,past,1ps"
bugaja'bacaba,"valley,verb,imperative,imperfective,past,1ps"
bugaja'bacaca,"valley,verb,imperative,progressive,past,1ps"
bugaja'bacada,"valley,verb,imperative,habitual,past,1ps"
bugaja'bacafa,"valley,verb,imperative,frequentative,past,1ps"
bugaja'bacaga,"valley,verb,imperative,iterative,past,1ps"
bugaja'babababa,"valley,verb,subjunctive,imperfective,present,1ps"
bugaja'bababaca,"valley,verb,subjunctive,imperfective,future,1ps"
bugaja'bababada,"valley,verb,subjunctive,imperfective,past,1pp"
bugaja'bababafa,"valley,verb,subjunctive,imperfective,past,2pp"
bugaja'bababaga,"valley,verb,subjunctive,imperfective,past,3pp"
bugaja'babacaba,"valley,verb,subjunctive,progressive,present,1ps"
bugaja'babacaca,"valley,verb,subjunctive,progressive,future,1ps"
bugaja'babacada,"valley,verb,subjunctive,progressive,past,1pp"
bugaja'babacafa,"valley,verb,subjunctive,progressive,past,2pp"
bugaja'babacaga,"valley,verb,subjunctive,progressive,past,3pp"
bugaja'bacababa,"valley,verb,imperative,imperfective,present,1ps"
bugaja'bacabaca,"valley,verb,imperative,imperfective,future,1ps"
bugaja'bacabada,"valley,verb,imperative,imperfective,past,1pp"
bugaja'bacabafa,"valley,verb,imperative,imperfective,past,2pp"
bugaja'bacabaga,"valley,verb,imperative,imperfective,past,3pp"
bugaja'bacacaba,"valley,verb,imperative,progressive,present,1ps"
bugaja'bacacaca,"valley,verb,imperative,progressive,future,1ps"
bugaja'bacacada,"valley,verb,imperative,progressive,past,1pp"
bugaja'bacacafa,"valley,verb,imperative,progressive,past,2pp"
bugaja'bacacaga,"valley,verb,imperative,progressive,past,3pp"
bugaja'badaba,"valley,verb,conditional,imperfective,past,1ps"
bugaja'badaca,"valley,verb,conditional,progressive,past,1ps"
bugaja'badada,"valley,verb,conditional,habitual,past,1ps"
bugaja'badafa,"valley,verb,conditional,frequentative,past,1ps"
bugaja'badaga,"valley,verb,conditional,iterative,past,1ps"
bugaja'badababa,"valley,verb,conditional,imperfective,present,1ps"
bugaja'badabaca,"valley,verb,conditional,imperfective,future,1ps"
bugaja'badabada,"valley,verb,conditional,imperfective,past,1pp"
bugaja'badabafa,"valley,verb,conditional,imperfective,past,2pp"
bugaja'badabaga,"valley,verb,conditional,imperfective,past,3pp"
bugaja'badacaba,"valley,verb,conditional,progressive,present,1ps"
bugaja'badacaca,"valley,verb,conditional,progressive,future,1ps"
bugaja'badacada,"valley,verb,conditional,progressive,past,1pp"
bugaja'badacafa,"valley,verb,conditional,progressive,past,2pp"
bugaja'badacaga,"valley,verb,conditional,progressive,past,3pp"
bugaja'bafaba,"valley,verb,optative,imperfective,past,1ps"
bugaja'bafaca,"valley,verb,optative,progressive,past,1ps"
bugaja'bafada,"valley,verb,optative,habitual,past,1ps"
bugaja'bafafa,"valley,verb,optative,frequentative,past,1ps"
bugaja'bafaga,"valley,verb,optative,iterative,past,1ps"
bugaja'bafababa,"valley,verb,optative,imperfective,present,1ps"
bugaja'bafabaca,"valley,verb,optative,imperfective,future,1ps"
bugaja'bafabada,"valley,verb,optative,imperfective,past,1pp"
bugaja'bafabafa,"valley,verb,optative,imperfective,past,2pp"
bugaja'bafabaga,"valley,verb,optative,imperfective,past,3pp"
bugaja'bafacaba,"valley,verb,optative,progressive,present,1ps"
bugaja'bafacaca,"valley,verb,optative,progressive,future,1ps"
bugaja'bafacada,"valley,verb,optative,progressive,past,1pp"
bugaja'bafacafa,"valley,verb,optative,progressive,past,2pp"
bugaja'bafacaga,"valley,verb,optative,progressive,past,3pp"
bugaja'bagaba,"valley,verb,jussive,imperfective,past,1ps"
bugaja'bagaca,"valley,verb,jussive,progressive,past,1ps"
bugaja'bagada,"valley,verb,jussive,habitual,past,1ps"
bugaja'bagafa,"valley,verb,jussive,frequentative,past,1ps"
bugaja'bagaga,"valley,verb,jussive,iterative,past,1ps"
bugaja'bagababa,"valley,verb,jussive,imperfective,present,1ps"
bugaja'bagabaca,"valley,verb,jussive,imperfective,future,1ps"
bugaja'bagabada,"valley,verb,jussive,imperfective,past,1pp"
bugaja'bagabafa,"valley,verb,jussive,imperfective,past,2pp"
bugaja'bagabaga,"valley,verb,jussive,imperfective,past,3pp"
bugaja'bagacaba,"valley,verb,jussive,progressive,present,1ps"
bugaja'bagacaca,"valley,verb,jussive,progressive,future,1ps"
bugaja'bagacada,"valley,verb,jussive,progressive,past,1pp"
bugaja'bagacafa,"valley,verb,jussive,progressive,past,2pp"
bugaja'bagacaga,"valley,verb,jussive,progressive,past,3pp"
bugaja'bababababa,"valley,verb,subjunctive,imperfective,present,2ps"
bugaja'babababaca,"valley,verb,subjunctive,imperfective,present,3ps"
bugaja'babababada,"valley,verb,subjunctive,imperfective,present,1pp"
bugaja'babababafa,"valley,verb,subjunctive,imperfective,present,2pp"
bugaja'babababaga,"valley,verb,subjunctive,imperfective,present,3pp"
bugaja'bababacaba,"valley,verb,subjunctive,imperfective,future,2ps"
bugaja'bababacaca,"valley,verb,subjunctive,imperfective,future,3ps"
bugaja'bababacada,"valley,verb,subjunctive,imperfective,future,1pp"
bugaja'bababacafa,"valley,verb,subjunctive,imperfective,future,2pp"
bugaja'bababacaga,"valley,verb,subjunctive,imperfective,future,3pp"
bugaja'babacababa,"valley,verb,subjunctive,progressive,present,2ps"
bugaja'babacabaca,"valley,verb,subjunctive,progressive,present,3ps"
bugaja'babacabada,"valley,verb,subjunctive,progressive,present,1pp"
bugaja'babacabafa,"valley,verb,subjunctive,progressive,present,2pp"
bugaja'babacabaga,"valley,verb,subjunctive,progressive,present,3pp"
bugaja'babacacaba,"valley,verb,subjunctive,progressive,future,2ps"
bugaja'babacacaca,"valley,verb,subjunctive,progressive,future,3ps"
bugaja'babacacada,"valley,verb,subjunctive,progressive,future,1pp"
bugaja'babacacafa,"valley,verb,subjunctive,progressive,future,2pp"
bugaja'babacacaga,"valley,verb,subjunctive,progressive,future,3pp"
bugaja'babadaba,"valley,verb,subjunctive,habitual,present,1ps"
bugaja'babadaca,"valley,verb,subjunctive,habitual,future,1ps"
bugaja'babadada,"valley,verb,subjunctive,habitual,past,1pp"
bugaja'babadafa,"valley,verb,subjunctive,habitual,past,2pp"
bugaja'babadaga,"valley,verb,subjunctive,habitual,past,3pp"
bugaja'babadababa,"valley,verb,subjunctive,habitual,present,2ps"
bugaja'babadabaca,"valley,verb,subjunctive,habitual,present,3ps"
bugaja'babadabada,"valley,verb,subjunctive,habitual,present,1pp"
bugaja'babadabafa,"valley,verb,subjunctive,habitual,present,2pp"
bugaja'babadabaga,"valley,verb,subjunctive,habitual,present,3pp"
bugaja'babadacaba,"valley,verb,subjunctive,habitual,future,2ps"
bugaja'babadacaca,"valley,verb,subjunctive,habitual,future,3ps"
bugaja'babadacada,"valley,verb,subjunctive,habitual,future,1pp"
bugaja'babadacafa,"valley,verb,subjunctive,habitual,future,2pp"
bugaja'babadacaga,"valley,verb,subjunctive,habitual,future,3pp"
bugaja'babafaba,"valley,verb,subjunctive,frequentative,present,1ps"
bugaja'babafaca,"valley,verb,subjunctive,frequentative,future,1ps"
bugaja'babafada,"valley,verb,subjunctive,frequentative,past,1pp"
bugaja'babafafa,"valley,verb,subjunctive,frequentative,past,2pp"
bugaja'babafaga,"valley,verb,subjunctive,frequentative,past,3pp"
bugaja'babafababa,"valley,verb,subjunctive,frequentative,present,2ps"
bugaja'babafabaca,"valley,verb,subjunctive,frequentative,present,3ps"
bugaja'babafabada,"valley,verb,subjunctive,frequentative,present,1pp"
bugaja'babafabafa,"valley,verb,subjunctive,frequentative,present,2pp"
bugaja'babafabaga,"valley,verb,subjunctive,frequentative,present,3pp"
bugaja'babafacaba,"valley,verb,subjunctive,frequentative,future,2ps"
bugaja'babafacaca,"valley,verb,subjunctive,frequentative,future,3ps"
bugaja'babafacada,"valley,verb,subjunctive,frequentative,future,1pp"
bugaja'babafacafa,"valley,verb,subjunctive,frequentative,future,2pp"
bugaja'babafacaga,"valley,verb,subjunctive,frequentative,future,3pp"
bugaja'babagaba,"valley,verb,subjunctive,iterative,present,1ps"
bugaja'babagaca,"valley,verb,subjunctive,iterative,future,1ps"
bugaja'babagada,"valley,verb,subjunctive,iterative,past,1pp"
bugaja'babagafa,"valley,verb,subjunctive,iterative,past,2pp"
bugaja'babagaga,"valley,verb,subjunctive,iterative,past,3pp"
bugaja'babagababa,"valley,verb,subjunctive,iterative,present,2ps"
bugaja'babagabaca,"valley,verb,subjunctive,iterative,present,3ps"
bugaja'babagabada,"valley,verb,subjunctive,iterative,present,1pp"
bugaja'babagabafa,"valley,verb,subjunctive,iterative,present,2pp"
bugaja'babagabaga,"valley,verb,subjunctive,iterative,present,3pp"
bugaja'babagacaba,"valley,verb,subjunctive,iterative,future,2ps"
bugaja'babagacaca,"valley,verb,subjunctive,iterative,future,3ps"
bugaja'babagacada,"valley,verb,subjunctive,iterative,future,1pp"
bugaja'babagacafa,"valley,verb,subjunctive,iterative,future,2pp"
bugaja'babagacaga,"valley,verb,subjunctive,iterative,future,3pp"
bugaja'bacabababa,"valley,verb,imperative,imperfective,present,2ps"
bugaja'bacababaca,"valley,verb,imperative,imperfective,present,3ps"
bugaja'bacababada,"valley,verb,imperative,imperfective,present,1pp"
bugaja'bacababafa,"valley,verb,imperative,imperfective,present,2pp"
bugaja'bacababaga,"valley,verb,imperative,imperfective,present,3pp"
bugaja'bacabacaba,"valley,verb,imperative,imperfective,future,2ps"
bugaja'bacabacaca,"valley,verb,imperative,imperfective,future,3ps"
bugaja'bacabacada,"valley,verb,imperative,imperfective,future,1pp"
bugaja'bacabacafa,"valley,verb,imperative,imperfective,future,2pp"
bugaja'bacabacaga,"valley,verb,imperative,imperfective,future,3pp"
bugaja'bacacababa,"valley,verb,imperative,progressive,present,2ps"
bugaja'bacacabaca,"valley,verb,imperative,progressive,present,3ps"
bugaja'bacacabada,"valley,verb,imperative,progressive,present,1pp"
bugaja'bacacabafa,"valley,verb,imperative,progressive,present,2pp"
bugaja'bacacabaga,"valley,verb,imperative,progressive,present,3pp"
bugaja'bacacacaba,"valley,verb,imperative,progressive,future,2ps"
bugaja'bacacacaca,"valley,verb,imperative,progressive,future,3ps"
bugaja'bacacacada,"valley,verb,imperative,progressive,future,1pp"
bugaja'bacacacafa,"valley,verb,imperative,progressive,future,2pp"
bugaja'bacacacaga,"valley,verb,imperative,progressive,future,3pp"
bugaja'bacadaba,"valley,verb,imperative,habitual,present,1ps"
bugaja'bacadaca,"valley,verb,imperative,habitual,future,1ps"
bugaja'bacadada,"valley,verb,imperative,habitual,past,1pp"
bugaja'bacadafa,"valley,verb,imperative,habitual,past,2pp"
bugaja'bacadaga,"valley,verb,imperative,habitual,past,3pp"
bugaja'bacadababa,"valley,verb,imperative,habitual,present,2ps"
bugaja'bacadabaca,"valley,verb,imperative,habitual,present,3ps"
bugaja'bacadabada,"valley,verb,imperative,habitual,present,1pp"
bugaja'bacadabafa,"valley,verb,imperative,habitual,present,2pp"
bugaja'bacadabaga,"valley,verb,imperative,habitual,present,3pp"
bugaja'bacadacaba,"valley,verb,imperative,habitual,future,2ps"
bugaja'bacadacaca,"valley,verb,imperative,habitual,future,3ps"
bugaja'bacadacada,"valley,verb,imperative,habitual,future,1pp"
bugaja'bacadacafa,"valley,verb,imperative,habitual,future,2pp"
bugaja'bacadacaga,"valley,verb,imperative,habitual,future,3pp"
bugaja'bacafaba,"valley,verb,imperative,frequentative,present,1ps"
bugaja'bacafaca,"valley,verb,imperative,frequentative,future,1ps"
bugaja'bacafada,"valley,verb,imperative,frequentative,past,1pp"
bugaja'bacafafa,"valley,verb,imperative,frequentative,past,2pp"
bugaja'bacafaga,"valley,verb,imperative,frequentative,past,3pp"
bugaja'bacafababa,"valley,verb,imperative,frequentative,present,2ps"
bugaja'bacafabaca,"valley,verb,imperative,frequentative,present,3ps"
bugaja'bacafabada,"valley,verb,imperative,frequentative,present,1pp"
bugaja'bacafabafa,"valley,verb,imperative,frequentative,present,2pp"
bugaja'bacafabaga,"valley,verb,imperative,frequentative,present,3pp"
bugaja'bacafacaba,"valley,verb,imperative,frequentative,future,2ps"
bugaja'bacafacaca,"valley,verb,imperative,frequentative,future,3ps"
bugaja'bacafacada,"valley,verb,imperative,frequentative,future,1pp"
bugaja'bacafacafa,"valley,verb,imperative,frequentative,future,2pp"
bugaja'bacafacaga,"valley,verb,imperative,frequentative,future,3pp"
bugaja'bacagaba,"valley,verb,imperative,iterative,present,1ps"
bugaja'bacagaca,"valley,verb,imperative,iterative,future,1ps"
bugaja'bacagada,"valley,verb,imperative,iterative,past,1pp"
bugaja'bacagafa,"valley,verb,imperative,iterative,past,2pp"
bugaja'bacagaga,"valley,verb,imperative,iterative,past,3pp"
bugaja'bacagababa,"valley,verb,imperative,iterative,present,2ps"
bugaja'bacagabaca,"valley,verb,imperative,iterative,present,3ps"
bugaja'bacagabada,"valley,verb,imperative,iterative,present,1pp"
bugaja'bacagabafa,"valley,verb,imperative,iterative,present,2pp"
bugaja'bacagabaga,"valley,verb,imperative,iterative,present,3pp"
bugaja'bacagacaba,"valley,verb,imperative,iterative,future,2ps"
bugaja'bacagacaca,"valley,verb,imperative,iterative,future,3ps"
bugaja'bacagacada,"valley,verb,imperative,iterative,future,1pp"
bugaja'bacagacafa,"valley,verb,imperative,iterative,future,2pp"
bugaja'bacagacaga,"valley,verb,imperative,iterative,future,3pp"
bugaja'badabababa,"valley,verb,conditional,imperfective,present,2ps"
bugaja'badababaca,"valley,verb,conditional,imperfective,present,3ps"
bugaja'badababada,"valley,verb,conditional,imperfective,present,1pp"
bugaja'badababafa,"valley,verb,conditional,imperfective,present,2pp"
bugaja'badababaga,"valley,verb,conditional,imperfective,present,3pp"
bugaja'badabacaba,"valley,verb,conditional,imperfective,future,2ps"
bugaja'badabacaca,"valley,verb,conditional,imperfective,future,3ps"
bugaja'badabacada,"valley,verb,conditional,imperfective,future,1pp"
bugaja'badabacafa,"valley,verb,conditional,imperfective,future,2pp"
bugaja'badabacaga,"valley,verb,conditional,imperfective,future,3pp"
bugaja'badacababa,"valley,verb,conditional,progressive,present,2ps"
bugaja'badacabaca,"valley,verb,conditional,progressive,present,3ps"
bugaja'badacabada,"valley,verb,conditional,progressive,present,1pp"
bugaja'badacabafa,"valley,verb,conditional,progressive,present,2pp"
bugaja'badacabaga,"valley,verb,conditional,progressive,present,3pp"
bugaja'badacacaba,"valley,verb,conditional,progressive,future,2ps"
bugaja'badacacaca,"valley,verb,conditional,progressive,future,3ps"
bugaja'badacacada,"valley,verb,conditional,progressive,future,1pp"
bugaja'badacacafa,"valley,verb,conditional,progressive,future,2pp"
bugaja'badacacaga,"valley,verb,conditional,progressive,future,3pp"
bugaja'badadaba,"valley,verb,conditional,habitual,present,1ps"
bugaja'badadaca,"valley,verb,conditional,habitual,future,1ps"
bugaja'badadada,"valley,verb,conditional,habitual,past,1pp"
bugaja'badadafa,"valley,verb,conditional,habitual,past,2pp"
bugaja'badadaga,"valley,verb,conditional,habitual,past,3pp"
bugaja'badadababa,"valley,verb,conditional,habitual,present,2ps"
bugaja'badadabaca,"valley,verb,conditional,habitual,present,3ps"
bugaja'badadabada,"valley,verb,conditional,habitual,present,1pp"
bugaja'badadabafa,"valley,verb,conditional,habitual,present,2pp"
bugaja'badadabaga,"valley,verb,conditional,habitual,present,3pp"
bugaja'badadacaba,"valley,verb,conditional,habitual,future,2ps"
bugaja'badadacaca,"valley,verb,conditional,habitual,future,3ps"
bugaja'badadacada,"valley,verb,conditional,habitual,future,1pp"
bugaja'badadacafa,"valley,verb,conditional,habitual,future,2pp"
bugaja'badadacaga,"valley,verb,conditional,habitual,future,3pp"
bugaja'badafaba,"valley,verb,conditional,frequentative,present,1ps"
bugaja'badafaca,"valley,verb,conditional,frequentative,future,1ps"
bugaja'badafada,"valley,verb,conditional,frequentative,past,1pp"
bugaja'badafafa,"valley,verb,conditional,frequentative,past,2pp"
bugaja'badafaga,"valley,verb,conditional,frequentative,past,3pp"
bugaja'badafababa,"valley,verb,conditional,frequentative,present,2ps"
bugaja'badafabaca,"valley,verb,conditional,frequentative,present,3ps"
bugaja'badafabada,"valley,verb,conditional,frequentative,present,1pp"
bugaja'badafabafa,"valley,verb,conditional,frequentative,present,2pp"
bugaja'badafabaga,"valley,verb,conditional,frequentative,present,3pp"
bugaja'badafacaba,"valley,verb,conditional,frequentative,future,2ps"
bugaja'badafacaca,"valley,verb,conditional,frequentative,future,3ps"
bugaja'badafacada,"valley,verb,conditional,frequentative,future,1pp"
bugaja'badafacafa,"valley,verb,conditional,frequentative,future,2pp"
bugaja'badafacaga,"valley,verb,conditional,frequentative,future,3pp"
bugaja'badagaba,"valley,verb,conditional,iterative,present,1ps"
bugaja'badagaca,"valley,verb,conditional,iterative,future,1ps"
bugaja'badagada,"valley,verb,conditional,iterative,past,1pp"
bugaja'badagafa,"valley,verb,conditional,iterative,past,2pp"
bugaja'badagaga,"valley,verb,conditional,iterative,past,3pp"
bugaja'badagababa,"valley,verb,conditional,iterative,present,2ps"
bugaja'badagabaca,"valley,verb,conditional,iterative,present,3ps"
bugaja'badagabada,"valley,verb,conditional,iterative,present,1pp"
bugaja'badagabafa,"valley,verb,conditional,iterative,present,2pp"
bugaja'badagabaga,"valley,verb,conditional,iterative,present,3pp"
bugaja'badagacaba,"valley,verb,conditional,iterative,future,2ps"
bugaja'badagacaca,"valley,verb,conditional,iterative,future,3ps"
bugaja'badagacada,"valley,verb,conditional,iterative,future,1pp"
bugaja'badagacafa,"valley,verb,conditional,iterative,future,2pp"
bugaja'badagacaga,"valley,verb,conditional,iterative,future,3pp"
bugaja'bafabababa,"valley,verb,optative,imperfective,present,2ps"
bugaja'bafababaca,"valley,verb,optative,imperfective,present,3ps"
bugaja'bafababada,"valley,verb,optative,imperfective,present,1pp"
bugaja'bafababafa,"valley,verb,optative,imperfective,present,2pp"
bugaja'bafababaga,"valley,verb,optative,imperfective,present,3pp"
bugaja'bafabacaba,"valley,verb,optative,imperfective,future,2ps"
bugaja'bafabacaca,"valley,verb,optative,imperfective,future,3ps"
bugaja'bafabacada,"valley,verb,optative,imperfective,future,1pp"
bugaja'bafabacafa,"valley,verb,optative,imperfective,future,2pp"
bugaja'bafabacaga,"valley,verb,optative,imperfective,future,3pp"
bugaja'bafacababa,"valley,verb,optative,progressive,present,2ps"
bugaja'bafacabaca,"valley,verb,optative,progressive,present,3ps"
bugaja'bafacabada,"valley,verb,optative,progressive,present,1pp"
bugaja'bafacabafa,"valley,verb,optative,progressive,present,2pp"
bugaja'bafacabaga,"valley,verb,optative,progressive,present,3pp"
bugaja'bafacacaba,"valley,verb,optative,progressive,future,2ps"
bugaja'bafacacaca,"valley,verb,optative,progressive,future,3ps"
bugaja'bafacacada,"valley,verb,optative,progressive,future,1pp"
bugaja'bafacacafa,"valley,verb,optative,progressive,future,2pp"
bugaja'bafacacaga,"valley,verb,optative,progressive,future,3pp"
bugaja'bafadaba,"valley,verb,optative,habitual,present,1ps"
bugaja'bafadaca,"valley,verb,optative,habitual,future,1ps"
bugaja'bafadada,"valley,verb,optative,habitual,past,1pp"
bugaja'bafadafa,"valley,verb,optative,habitual,past,2pp"
bugaja'bafadaga,"valley,verb,optative,habitual,past,3pp"
bugaja'bafadababa,"valley,verb,optative,habitual,present,2ps"
bugaja'bafadabaca,"valley,verb,optative,habitual,present,3ps"
bugaja'bafadabada,"valley,verb,optative,habitual,present,1pp"
bugaja'bafadabafa,"valley,verb,optative,habitual,present,2pp"
bugaja'bafadabaga,"valley,verb,optative,habitual,present,3pp"
bugaja'bafadacaba,"valley,verb,optative,habitual,future,2ps"
bugaja'bafadacaca,"valley,verb,optative,habitual,future,3ps"
bugaja'bafadacada,"valley,verb,optative,habitual,future,1pp"
bugaja'bafadacafa,"valley,verb,optative,habitual,future,2pp"
bugaja'bafadacaga,"valley,verb,optative,habitual,future,3pp"
bugaja'bafafaba,"valley,verb,optative,frequentative,present,1ps"
bugaja'bafafaca,"valley,verb,optative,frequentative,future,1ps"
bugaja'bafafada,"valley,verb,optative,frequentative,past,1pp"
bugaja'bafafafa,"valley,verb,optative,frequentative,past,2pp"
bugaja'bafafaga,"valley,verb,optative,frequentative,past,3pp"
bugaja'bafafababa,"valley,verb,optative,frequentative,present,2ps"
bugaja'bafafabaca,"valley,verb,optative,frequentative,present,3ps"
bugaja'bafafabada,"valley,verb,optative,frequentative,present,1pp"
bugaja'bafafabafa,"valley,verb,optative,frequentative,present,2pp"
bugaja'bafafabaga,"valley,verb,optative,frequentative,present,3pp"
bugaja'bafafacaba,"valley,verb,optative,frequentative,future,2ps"
bugaja'bafafacaca,"valley,verb,optative,frequentative,future,3ps"
bugaja'bafafacada,"valley,verb,optative,frequentative,future,1pp"
bugaja'bafafacafa,"valley,verb,optative,frequentative,future,2pp"
bugaja'bafafacaga,"valley,verb,optative,frequentative,future,3pp"
bugaja'bafagaba,"valley,verb,optative,iterative,present,1ps"
bugaja'bafagaca,"valley,verb,optative,iterative,future,1ps"
bugaja'bafagada,"valley,verb,optative,iterative,past,1pp"
bugaja'bafagafa,"valley,verb,optative,iterative,past,2pp"
bugaja'bafagaga,"valley,verb,optative,iterative,past,3pp"
bugaja'bafagababa,"valley,verb,optative,iterative,present,2ps"
bugaja'bafagabaca,"valley,verb,optative,iterative,present,3ps"
bugaja'bafagabada,"valley,verb,optative,iterative,present,1pp"
bugaja'bafagabafa,"valley,verb,optative,iterative,present,2pp"
bugaja'bafagabaga,"valley,verb,optative,iterative,present,3pp"
bugaja'bafagacaba,"valley,verb,optative,iterative,future,2ps"
bugaja'bafagacaca,"valley,verb,optative,iterative,future,3ps"
bugaja'bafagacada,"valley,verb,optative,iterative,future,1pp"
bugaja'bafagacafa,"valley,verb,optative,iterative,future,2pp"
bugaja'bafagacaga,"valley,verb,optative,iterative,future,3pp"
bugaja'bagabababa,"valley,verb,jussive,imperfective,present,2ps"
bugaja'bagababaca,"valley,verb,jussive,imperfective,present,3ps"
bugaja'bagababada,"valley,verb,jussive,imperfective,present,1pp"
bugaja'bagababafa,"valley,verb,jussive,imperfective,present,2pp"
bugaja'bagababaga,"valley,verb,jussive,imperfective,present,3pp"
bugaja'bagabacaba,"valley,verb,jussive,imperfective,future,2ps"
bugaja'bagabacaca,"valley,verb,jussive,imperfective,future,3ps"
bugaja'bagabacada,"valley,verb,jussive,imperfective,future,1pp"
bugaja'bagabacafa,"valley,verb,jussive,imperfective,future,2pp"
bugaja'bagabacaga,"valley,verb,jussive,imperfective,future,3pp"
bugaja'bagacababa,"valley,verb,jussive,progressive,present,2ps"
bugaja'bagacabaca,"valley,verb,jussive,progressive,present,3ps"
bugaja'bagacabada,"valley,verb,jussive,progressive,present,1pp"
bugaja'bagacabafa,"valley,verb,jussive,progressive,present,2pp"
bugaja'bagacabaga,"valley,verb,jussive,progressive,present,3pp"
bugaja'bagacacaba,"valley,verb,jussive,progressive,future,2ps"
bugaja'bagacacaca,"valley,verb,jussive,progressive,future,3ps"
bugaja'bagacacada,"valley,verb,jussive,progressive,future,1pp"
bugaja'bagacacafa,"valley,verb,jussive,progressive,future,2pp"
bugaja'bagacacaga,"valley,verb,jussive,progressive,future,3pp"
bugaja'bagadaba,"valley,verb,jussive,habitual,present,1ps"
bugaja'bagadaca,"valley,verb,jussive,habitual,future,1ps"
bugaja'bagadada,"valley,verb,jussive,habitual,past,1pp"
bugaja'bagadafa,"valley,verb,jussive,habitual,past,2pp"
bugaja'bagadaga,"valley,verb,jussive,habitual,past,3pp"
bugaja'bagadababa,"valley,verb,jussive,habitual,present,2ps"
bugaja'bagadabaca,"valley,verb,jussive,habitual,present,3ps"
bugaja'bagadabada,"valley,verb,jussive,habitual,present,1pp"
bugaja'bagadabafa,"valley,verb,jussive,habitual,present,2pp"
bugaja'bagadabaga,"valley,verb,jussive,habitual,present,3pp"
bugaja'bagadacaba,"valley,verb,jussive,habitual,future,2ps"
